sisheng	life or death	死生
sichan	stillbirth	死产
sidang	flunk	死当
sizheng	incurable disease	死症
sipi	dead skin	死皮
sipilailian	brazen faced	死皮赖脸
siying	stiff	死硬
sike	fight to the death	死磕
sixue	lethal point	死穴
sijie	tight knot	死结
sijienanjie	enigmatic knot hard to untie	死结难解
sijue	die out	死绝
sixian	deadline	死线
sihuan	deferred death sentence	死缓
sichanlanda	pester	死缠烂打
sizui	capital offense	死罪
siqiaoqiao	die	死翘翘
sizhe	the dead	死者
sierhouyi	until death puts an end	死而后已
sierfuhuo	come back to life	死而复活
sierfusheng	come back to life	死而复生
sierwuhui	die without regret	死而无悔
sibei	learn by rote	死背
sihutong	dead end	死胡同
sitengshui	ayahuasca	死藤水
silitaosheng	mortal danger, escape alive	死里逃生
siyaomianzi	regard face as all-important	死要面子
sijiao	gap in coverage	死角
sixun	news of sb's death	死讯
siji	learn by rote	死记
sijiyingbei	learn by rote	死记硬背
sizhang	dormant bank account	死账
silu	dead end	死路
siluyitiao	dead end	死路一条
sisuo	deadlock	死锁
sinan	die in an accident	死难
sinanzhe	victim of an accident	死难者
siwangu	very stubborn	死顽固
sifei	fixie	死飞
sigui	devil	死鬼
simian	unleavened dough	死面
sidian	see 止點|止点[zhi3 dian3]	死点
sidang	best friends	死党
mo	end	歾
mo	end	殁
yao	die prematurely	夭
cu	die	殂
yang	calamity	殃
yangji	bring disaster to	殃及
tian	exterminate	殄
dai	dangerous	殆
daijin	almost exhausted	殆尽
xun	be buried with the dead	殉
xunguo	die for one's country	殉国
xunjiao	die for one's religion	殉教
xunsi	be buried alive as sacrifice	殉死
xunzhi	die in the line of duty	殉职
xundao	die for a just cause	殉道
shu	kill	殊
shubuzhi	little imagined	殊不知
shuzi	differing attitude	殊姿
shurong	special glory	殊荣
shusi	behead	殊死
shushenzhennian	extreme solicitude	殊深轸念
shuyi	entirely different	殊异
shuzhi	mixed	殊致
shuse	beautiful girl	殊色
shuxiang	foreign land	殊乡
piao	die of starvation	殍
qing	swoon	殑
zhi	grow	殖
zhili	generate a profit	殖利
zhimin	colony	殖民
zhiminzhuyi	colonialism	殖民主义
zhimindi	colony	殖民地
zhiminzhe	colonizer	殖民者
ye	sickness	殗
can	destroy	残
canzhi	residual value	残值
canbingbaijiang	ruined army, defeated general	残兵败将
candonglayue	final days of the lunar year	残冬腊月
canpin	defective goods	残品
canchuan	remaining breath	残喘
canyuan	ruined walls	残垣
canyuanbaibi	lit. walls reduced to rubble	残垣败壁
canyuanduanbi	lit. walls reduced to rubble	残垣断壁
canao	Paralympics	残奥
canaohui	Paralympic Games	残奥会
cancun	survive	残存
canhai	injure	残害
canju	endgame	残局
cannianduanjing	at the end of the year	残年短景
canfei	deformity	残废
canying	afterimage	残影
canren	cruel	残忍
cannian	regret	残念
canbai	dilapidated	残败
candi	remnant enemy troops	残敌
canbao	brutal	残暴
canyue	waning moon	残月
canben	extant fragment	残本
canzhu	stubble	残株
canci	defective	残次
cancipin	defective goods	残次品
cansha	massacre	残杀
candu	cruelty	残毒
canzha	remainder	残渣
cansheng	remaining years of one's life	残生
canliu	remain	残留
canliuwu	remnant	残留物
canji	disabled	残疾
canjiren	disabled person	残疾人
canjier	a child with a birth defect	残疾儿
canpo	broken	残破
canque	badly damaged	残缺
cangeng	leftovers from a meal	残羹
cangengshengfan	leftovers from a meal	残羹剩饭
canzhi	stump	残肢
canmo	leftover agricultural plastic	残膜
canhuabailiu	broken flower, withered willow	残花败柳
canjing	stubble	残茎
cannue	cruel	残虐
canbu	defeated remnants	残部
canku	cruel	残酷
cankuwuqing	cruel and unfeeling	残酷无情
canzhang	handicapped	残障
canyu	remnant	残余
canyuwu	litter	残余物
canxiang	lingering fragrance	残香
canhai	remains	残骸
hun	die by taking poison	殙
ji	put to death	殛
die	unwell	殜
diedie	weak	殜殜
yun	perish	殒
yunming	die	殒命
yunluo	variant of 隕落|陨落[yun3 luo4]	殒落
yunshenbuxu	die without regrets	殒身不恤
chou	variant of 臭[chou4]	殠
ti	fatigue	𣨼
jin	die of hunger	殣
shang	die in childhood	殇
yin	remote area	殥
hui	fester	㱮
yi	exterminate	殪
dan	entirely	殚
danli	strive	殚力
danxin	devote one's entire mind	殚心
danmen	faint	殚闷
dancan	destroy	殚残
danjie	use up	殚竭
jiang	variant of 僵[jiang1]	僵
jiangshi	gyonshi	僵尸
lian	prepare a dead body for coffin	殓
lianshifang	morgue	殓尸房
lianfang	morgue	殓房
bin	a funeral	殡
binyi	funeral	殡仪
binyiyuan	funeral worker	殡仪员
binyiguan	a funeral home	殡仪馆
binlian	bury sb	殡殓
binzang	funeral and interment	殡葬
binche	hearse	殡车
du	abortion	㱩
jian	annihilate	歼
jianji	annihilate	歼击
jianjiji	fighter plane	歼击机
jianmie	wipe out	歼灭
shu	surname Shu	殳
duan	surname Duan	段
duan	paragraph	段
duanwei	rank	段位
duanshu	rank	段数
duanquanfa	Duan Quanfa , Chinese writer	段荃法
duanluo	phase	段落
duancuowu	segmentation fault	段错误
yin	surname Yin	殷
yan	dark red	殷
yin	flourishing	殷
yin	roll of thunder	殷
yinqie	ardent	殷切
yinqin	politely	殷勤
yinfu	well off	殷富
yinshi	thriving	殷实
yinyin	earnest	殷殷
yanhong	dark red	殷红
yindu	see 殷都區|殷都区[Yin1 du1 Qu1]	殷都
qing	variant of 磬[qing4]	殸
sha	kill	杀
sharen	homicide	杀人
sharenbuzhayan	murder without blinking an eye	杀人不眨眼
sharenruma	kill people like scything flax	杀人如麻
sharenfanghuo	kill and burn	杀人放火
sharenweisui	attempted murder	杀人未遂
sharenan	murder case	杀人案
sharenanjian	murder	杀人案件
sharenfan	murderer	杀人犯
sharenkuang	homicidal maniac	杀人狂
sharenyuehuo	kill sb for his property	杀人越货
sharenjing	orca	杀人鲸
shashang	kill or injure	杀伤
shashangli	destructive power	杀伤力
shajia	beat down the price	杀价
shaqiandao	damn	杀千刀
shaqiandaode	bastard	杀千刀的
shaqi	deadly weapon	杀器
shaying	infanticide	杀婴
shahai	murder	杀害
shalu	massacre	杀戮
shashou	killer	杀手
shashoujiyingyong	killer application	杀手级应用
shashoujian	trump card	杀手锏
shadiao	kill	杀掉
shadi	attack the enemy	杀敌
shaji	desire to commit murder	杀机
shasi	kill	杀死
shadu	disinfect	杀毒
shaduruanjian	antivirus software	杀毒软件
shaqi	menacing air	杀气
shaqitengteng	ferocious	杀气腾腾
shamie	exterminate	杀灭
shaqiu	spike the ball	杀球
shazhenjun	fungicidal	杀真菌
shazhenjunji	fungicide	杀真菌剂
shajue	exterminate	杀绝
shacaokuai	diquat	杀草快
shajun	kill germs	杀菌
shajunji	germicide	杀菌剂
shaluoji	snail poison	杀螺剂
shachong	insecticide	杀虫
shachongji	insecticide	杀虫剂
shachongyao	insecticide	杀虫药
shazhupan	pig butchering scam	杀猪盘
shashenzhihuo	getting killed	杀身之祸
shashenchengren	die a martyr	杀身成仁
sharuan	antivirus software	杀软
shajin	storm	杀进
shajinshachu	execute a lightning raid	杀进杀出
shaqing	put the last hand to	杀青
shatou	behead	杀头
shashuyao	rat poison	杀鼠药
qiao	variant of 殼|壳[qiao4]	壳
ke	shell	壳
qiao	shell	壳
ker	shell	壳儿
keman	crust-mantle	壳幔
qiaopaigongsi	Shell	壳牌公司
qiaocai	mussels	壳菜
qiaozhi	chitin	壳质
kelangzhu	feeder pig	壳郎猪
xiao	variant of 淆[xiao2]	淆
yao	variant of 肴[yao2]	肴
dian	palace hall	殿
dianxia	Your Majesty	殿下
diantang	palace	殿堂
dianyu	halls	殿宇
dianhou	bring up the rear	殿后
dianwei	fullback	殿卫
dianjun	runner-up	殿军
hui	destroy	毁
huisanguan	make one think "wtf!"	毁三观
huishang	injure	毁伤
huihuai	damage	毁坏
huirong	disfigure	毁容
huidiao	destroy	毁掉
huisun	impair, damage	毁损
huiyuyidan	ruined in a short time	毁于一旦
huimie	perish	毁灭
huimiexing	destructive	毁灭性
huiyue	break a promise	毁约
huibang	slander	毁谤
huichu	destroy	毁除
yi	firm and resolute	毅
yili	perseverance	毅力
yiran	firmly	毅然
yiranjueran	without hesitation	毅然决然
ou	surname Ou	殴
ou	beat up	殴
ouda	beat up	殴打
oudazui	assault and battery	殴打罪
oudou	have a fist fight	殴斗
duan	infertile egg	毈
yi	variant of 醫|医[yi1]	毉
wu	surname Wu	毋
wu	no	毋
wuning	not as good as	毋宁
wuyong	no need for	毋庸
wuwang	Don't forget!	毋忘
guan	old variant of 貫|贯[guan4]	毌
mu	mother	母
mushang	mother	母上
muru	breast milk	母乳
murudaiyongpin	breast milk substitute	母乳代用品
muruhuanaifen	infant formula	母乳化奶粉
muruweiyang	breastfeeding	母乳喂养
mugongsi	parent company	母公司
muhanshu	generating function	母函数
muha	female husky	母哈
musang	the death of one's mother	母丧
muguo	motherland	母国
muyecha	witch	母夜叉
munu	mother and daughter	母女
muzi	mother and child	母子
muzichuizhiganran	mother-to-infant transmission	母子垂直感染
mudai	master tape	母带
mudan	parent shell	母弹
muxing	maternal instinct	母性
muai	maternal love	母爱
muxing	home planet	母星
muben	female parent	母本
muban	motherboard	母板
muxiao	alma mater	母校
muji	machine tool	母机
muquanzhi	matriarchy	母权制
mugang	home port	母港
mutang	don't	母汤
muquan	female dog	母犬
muqiu	cue ball	母球
muxi	maternal	母系
muxishehui	matrilineality	母系社会
muxibao	mother cell	母细胞
muxian	generating line	母线
muqunti	population	母群体
mulaohu	tigress	母老虎
mutai	mother's womb	母胎
muchuan	mother ship	母船
mufeng	queen bee	母蜂
muqin	mother	母亲
muqinhe	lifeline river	母亲河
muqinjie	Mother's Day	母亲节
muyu	native language	母语
muzhi	parent material	母质
muji	hen	母鸡
munanri	birthday	母难日
muyin	vowel	母音
muyintiaohe	vowel harmony	母音调和
muti	motif	母题
mulu	jenny	母驴
muti	mother's body	母体
mudang	mother's kinfolk	母党
mei	each	每
meiren	each person	每人
meige	each	每个
meigeren	everybody	每个人
meifenmeimiao	each and every moment	每分每秒
meiye	nightly	每夜
meitian	every day	每天
meichang	frequently	每常
meinian	every year	每年
meinianyidu	once a year	每年一度
meiri	daily	每日
meirikuaibao	Daily Express	每日快报
meiriyoubao	Daily Mail	每日邮报
meirijingbao	Daily Mirror	每日镜报
meiridianxunbao	Daily Telegraph	每日电讯报
meishimeike	at all times	每时每刻
meishimeiri	every day and every hour	每时每日
meiyue	each month	每月
meici	every time	每次
meimei	often	每每
meikuangyuxia	steadily deteriorate	每况愈下
meidang	whenever	每当
meichu	everywhere	每处
meifeng	every time	每逢
meizhou	every week	每周
meizhouyici	once a week	每周一次
meige	at intervals of	每隔
jie	mother	毑
du	poison	毒
duxing	torture	毒刑
duci	venomous sting	毒刺
duji	a poison	毒剂
dujidan	gas projectile	毒剂弹
duli	virulence	毒力
duhua	poison	毒化
dushen	hemlock	毒参
dupin	drugs	毒品
dunai	contaminated milk	毒奶
dunaifen	contaminated milk powder	毒奶粉
duhai	harm  with narcotics etc	毒害
duxing	toxicity	毒性
dushou	deadly blow	毒手
duda	viciously beat  up	毒打
duzhu	strain	毒株
duxiao	drug lord	毒枭
dusha	kill by poisoning	毒杀
duqi	poison gas	毒气
duqidan	poison gas shell	毒气弹
duye	venom	毒液
duzhua	forcipules	毒爪
duya	venomous fang	毒牙
duwu	poisonous substance	毒物
dulixue	toxicology	毒理学
duwasi	poisonous gas	毒瓦斯
duliu	malignant tumor	毒瘤
duyin	drug addiction	毒瘾
dusu	toxin	毒素
dutai	phallotoxin	毒肽
duxian	poison gland	毒腺
dushe	venomous tongue	毒舌
duyouding	picloram	毒莠定
duxun	poisonous mushroom	毒蕈
duyao	poison	毒药
dushe	viper	毒蛇
duchong	poisonous insect	毒虫
duyingsan	fly Amanita or fly agaric	毒蝇伞
dufan	drug dealer	毒贩
duzi	drug money	毒资
dula	cruel	毒辣
due	forcipules	毒颚
yu	produce	毓
bi	Belgium	比
bi	euphemistic variant of 屄[bi1]	比
bi	compare	比
biyibi	make a comparison	比一比
bishangbuzubixiayouyu	neither the best nor the worst	比上不足，比下有余
bixiaqu	defeat	比下去
bibushang	can't compare with	比不上
bibuliao	cannot compare to	比不了
biqiu	Buddhist monk	比丘
biqiuni	Buddhist nun	比丘尼
bizhongzhi	give the middle finger	比中指
biyadi	BYD Company	比亚迪
biyadiqiche	BYD Auto, PRC car company	比亚迪汽车
biyaweisituoke	Białystok, city in Poland	比亚韦斯托克
bishikaike	Bishkek, capital of Kyrgyzstan	比什凯克
bifolishan	Beverly Hills	比佛利山
bizuo	liken to	比作
bilai	lately	比来
bili	proportion	比例
bilichi	scale	比例尺
bizhi	ratio	比值
bizuo	liken to	比做
bijia	compare prices	比价
bifen	score	比分
bilishi	Belgium	比利时
biliniusi	Pyrenees mountains	比利牛斯
biliniusishan	Pyrenees mountains	比利牛斯山
bihua	gesture	比划
bilefeierde	Bielefeld	比勒费尔德
biji	when	比及
bihaerbang	Bihar, state in eastern India	比哈尔邦
biyu	compare	比喻
biyuyi	figurative meaning	比喻义
biaizibabo	Beelzebub	比埃兹巴伯
bijini	bikini	比基尼
biru	see 比如縣|比如县[Bi3 ru2 Xian4]	比如
biru	for example	比如
birushuo	for example	比如说
biweili	yield-to-weight ratio	比威力
bian	Bienne, Switzerland	比安
birong	specific volume	比容
bidui	comparison	比对
bigan	Bi Gan	比干
binian	every year	比年
bishouhuajiao	gesticulate	比手划脚
bipan	compete	比拚
bipin	compete fiercely	比拼
bini	compare	比拟
bishu	score	比数
bisikaiwan	Bay of Biscay	比斯开湾
bifang	analogy	比方
bifangshuo	for example	比方说
bigansai	stroke play	比杆赛
biwu	martial arts competition	比武
bibijieshi	can be found everywhere	比比皆是
bishiwengying	Bianchi's warbler	比氏鹟莺
bishi	specific humidity	比湿
biwei	liken to	比为
bizhao	according to	比照
bire	specific heat	比热
birerong	specific heat capacity	比热容
bier	Bill	比尔
bite	bit	比特
bitebi	Bitcoin	比特币
bitequan	pit bull	比特犬
bitena	Bittner or Büttner	比特纳
bilu	ratio	比率
bihua	variant of 比劃|比划[bi3 hua5]	比画
bimuyu	flatfish	比目鱼
bisuo	peso	比索
biyi	wing to wing	比翼
biyiqifei	fly wing to wing	比翼齐飞
biye	make a V sign	比耶
bijian	be shoulder to shoulder	比肩
biwanli	arm wrestling	比腕力
bisefenxi	colorimetric analysis	比色分析
bisa	Pisa, town in Toscana, Italy	比萨
bisa	pizza	比萨
bisaxieta	Leaning Tower of Pisa	比萨斜塔
bisabing	pizza	比萨饼
bichong	specific impulse	比冲
bishi	have a competition	比试
bisai	competition	比赛
bisaichang	stadium	比赛场
bisaixiangmu	sporting event	比赛项目
bizan	give a thumbs-up	比赞
biqi	compared with	比起
bijiao	compare	比较
bijiaofenxi	comparative analysis	比较分析
bijiaowenxue	comparative literature	比较文学
bijiaoji	the comparative	比较级
bijiaoeryan	comparatively speaking	比较而言
bilin	next-door neighbor	比邻
bizhong	proportion	比重
biliang	measure roughly	比量
bifu	draw a parallel	比附
bi	careful	毖
pi	adjoin	毗
pishinu	Vishnu	毗湿奴
pilian	adjoin	毗连
pilin	bordering	毗邻
pi	variant of 毗[pi2]	毗
chan	cunning	毚
mao	surname Mao	毛
mao	hair	毛
maozhuxi	Chairman Mao	毛主席
maozhuyi	Maoism	毛主义
maoli	gross profit	毛利
maolilu	gross profit margin	毛利率
maoshua	brush	毛刷
maoci	barb	毛刺
maonan	Maonan ethnic group	毛南
maonanzu	Maonan ethnic group	毛南族
maokou	metal filings	毛口
maobiji	serge	毛哔叽
maonang	hair follicle	毛囊
maokeng	variant of 茅坑[mao2 keng1]	毛坑
maopi	semifinished products	毛坯
maopifang	undecorated residential unit	毛坯房
maomei	young Russian woman	毛妹
maomu	Maugham	毛姆
maozi	hairy fellow	毛子
maoziguo	Russia	毛子国
maokong	pore	毛孔
maohaizi	child	毛孩子
maojian	maojian	毛尖
maojin	towel	毛巾
maosi	variant of 茅廁|茅厕[mao2 si5]	毛厕
maoshoumaojiao	carelessly and haphazardly	毛手毛脚
maola	Mullah	毛拉
maoshouru	gross income	毛收入
maoliao	rough lumber	毛料
maogen	a strand of hair	毛根
maogai	Introduction to Maoism	毛概
maomaode	creeped out	毛毛的
maomaochong	caterpillar	毛毛虫
maomaoyu	drizzle	毛毛雨
maotan	blanket	毛毯
maozhan	felt	毛毡
maoyanghuai	rose acacia	毛洋槐
maopai	Maoist	毛派
maozedongzhuyi	Maoism	毛泽东主义
maozedongsixiang	Mao Zedong Thought	毛泽东思想
maozedongxuanji	Selected Works of Mao Zedong	毛泽东选集
maopian	pornographic film	毛片
maoboli	frosted glass	毛玻璃
maobing	fault	毛病
maozhi	hairy nevus	毛痣
maopi	fur	毛皮
maowo	cotton-padded shoes	毛窝
maobi	writing brush	毛笔
maoxi	capillary	毛细
maoxikong	pore	毛细孔
maoxixueguan	capillary blood vessels	毛细血管
maorongwanju	plush toy	毛绒玩具
maorongrong	fluffy	毛绒绒
maoxian	knitting wool	毛线
maoxianyi	sweater	毛线衣
maoxianzhen	knitting needle	毛线针
maozhiwu	woolen textiles	毛织物
maozhiyundongshan	jersey	毛织运动衫
maodu	tripe	毛肚
maoyao	bend over	毛腰
maojiaoyuxiao	Blakiston's fish owl	毛脚渔鸮
maotuiyeying	great eared nightjar	毛腿夜鹰
maotuishaji	Pallas's sandgrouse	毛腿沙鸡
maotuikuang	rough-legged buzzard	毛腿𫛭
maose	appearance or color of coat	毛色
maogen	buttercup	毛茛
maorongrong	hairy	毛茸茸
maoyou	ciliated larva	毛蚴
maochong	caterpillar	毛虫
maoyi	sweater	毛衣
maoxiang	mammoth	毛象
maozhu	live pig	毛猪
maozei	thief	毛贼
maosuizijian	Mao Sui recommends himself	毛遂自荐
maoxuan	Selected Works of Mao Zedong	毛选
maobian	raw edge	毛边
maosuanjiang	husk ground-cherry	毛酸浆
maolitaniya	Mauritania	毛里塔尼亚
maoliqiusi	Mauritius	毛里求斯
maozhong	gross weight	毛重
maozhui	writing brush	毛锥
maolu	donkey	毛驴
maogusongran	have one's hair stand on end	毛骨悚然
maofa	hair	毛发
maolinyu	capelin	毛鳞鱼
maoyadan	balut	毛鸭蛋
